Date;Day;Week;Month;Product;Division;Actual Cost ($);Target Overage vs Budget %;Allocated Budget ($);Variance ($);Variance %
2025-03-02;Sunday;Week 9;Month 3;Internal Data Platform;Data Engineering;$88,56;8,00%;$82,00;$6,56;8,00%
2025-03-02;Sunday;Week 9;Month 3;Internal Data Platform;Platform / Cloud Operations;$158,83;8,50%;$146,39;$12,44;8,50%
2025-03-02;Sunday;Week 9;Month 3;Internal Data Platform;Product Engineering;$0,32;7,50%;$0,29;$0,02;7,50%
2025-03-03;Monday;Week 10;Month 3;AI Assistant;AI Engineering;$23,81;12,00%;$21,26;$2,55;12,00%
2025-03-03;Monday;Week 10;Month 3;AI Assistant;Business Analytics;$40,53;10,00%;$36,84;$3,68;10,00%
2025-03-03;Monday;Week 10;Month 3;AI Assistant;Data Engineering;$186,93;11,00%;$168,41;$18,52;11,00%
2025-03-03;Monday;Week 10;Month 3;AI Assistant;Platform / Cloud Operations;$1,59;11,50%;$1,42;$0,16;11,50%
2025-03-03;Monday;Week 10;Month 3;AI Assistant;Product Engineering;$25,04;10,50%;$22,66;$2,38;10,50%
2025-03-03;Monday;Week 10;Month 3;Analytics Platform;AI Engineering;$25,23;7,50%;$23,47;$1,76;7,50%
2025-03-03;Monday;Week 10;Month 3;Analytics Platform;Business Analytics;$16,08;5,50%;$15,24;$0,84;5,50%
2025-03-03;Monday;Week 10;Month 3;Analytics Platform;Data Engineering;$19,31;6,50%;$18,14;$1,18;6,50%
2025-03-03;Monday;Week 10;Month 3;Analytics Platform;Platform / Cloud Operations;$45,83;7,00%;$42,83;$3,00;7,00%
2025-03-03;Monday;Week 10;Month 3;Analytics Platform;Product Engineering;$190,54;6,00%;$179,76;$10,79;6,00%
2025-03-03;Monday;Week 10;Month 3;Customer App;AI Engineering;$184,88;6,00%;$174,42;$10,47;6,00%
2025-03-03;Monday;Week 10;Month 3;Customer App;Business Analytics;$19,68;4,00%;$18,92;$0,76;4,00%
2025-03-03;Monday;Week 10;Month 3;Customer App;Data Engineering;$10,58;5,00%;$10,08;$0,50;5,00%
2025-03-03;Monday;Week 10;Month 3;Customer App;Platform / Cloud Operations;$53,06;5,50%;$50,29;$2,77;5,50%
2025-03-03;Monday;Week 10;Month 3;Customer App;Product Engineering;$125,63;4,50%;$120,22;$5,41;4,50%
2025-03-03;Monday;Week 10;Month 3;Innovation Lab Projects;AI Engineering;$8,01;14,00%;$7,03;$0,98;14,00%
2025-03-03;Monday;Week 10;Month 3;Innovation Lab Projects;Business Analytics;$1,83;12,00%;$1,63;$0,20;12,00%
2025-03-03;Monday;Week 10;Month 3;Innovation Lab Projects;Data Engineering;$69,45;13,00%;$61,46;$7,99;13,00%
2025-03-03;Monday;Week 10;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$21,71;13,50%;$19,12;$2,58;13,50%
2025-03-03;Monday;Week 10;Month 3;Innovation Lab Projects;Product Engineering;$165,77;12,50%;$147,35;$18,42;12,50%
2025-03-03;Monday;Week 10;Month 3;Internal Data Platform;AI Engineering;$1,13;9,00%;$1,04;$0,09;9,00%
2025-03-03;Monday;Week 10;Month 3;Internal Data Platform;Business Analytics;$19,85;7,00%;$18,56;$1,30;7,00%
2025-03-03;Monday;Week 10;Month 3;Internal Data Platform;Data Engineering;$11,41;8,00%;$10,56;$0,84;8,00%
2025-03-03;Monday;Week 10;Month 3;Internal Data Platform;Platform / Cloud Operations;$1,42;8,50%;$1,31;$0,11;8,50%
2025-03-03;Monday;Week 10;Month 3;Internal Data Platform;Product Engineering;$44,89;7,50%;$41,76;$3,13;7,50%
2025-03-04;Tuesday;Week 10;Month 3;AI Assistant;AI Engineering;$7,16;12,00%;$6,40;$0,77;12,00%
2025-03-04;Tuesday;Week 10;Month 3;AI Assistant;Business Analytics;$22,44;10,00%;$20,40;$2,04;10,00%
2025-03-04;Tuesday;Week 10;Month 3;AI Assistant;Data Engineering;$56,04;11,00%;$50,49;$5,55;11,00%
2025-03-04;Tuesday;Week 10;Month 3;AI Assistant;Platform / Cloud Operations;$26,99;11,50%;$24,20;$2,78;11,50%
2025-03-04;Tuesday;Week 10;Month 3;AI Assistant;Product Engineering;$78,56;10,50%;$71,09;$7,46;10,50%
2025-03-04;Tuesday;Week 10;Month 3;Analytics Platform;AI Engineering;$118,37;7,50%;$110,11;$8,26;7,50%
2025-03-04;Tuesday;Week 10;Month 3;Analytics Platform;Business Analytics;$113,47;5,50%;$107,55;$5,92;5,50%
2025-03-04;Tuesday;Week 10;Month 3;Analytics Platform;Data Engineering;$18,58;6,50%;$17,45;$1,13;6,50%
2025-03-04;Tuesday;Week 10;Month 3;Analytics Platform;Platform / Cloud Operations;$8,09;7,00%;$7,56;$0,53;7,00%
2025-03-04;Tuesday;Week 10;Month 3;Analytics Platform;Product Engineering;$2,47;6,00%;$2,33;$0,14;6,00%
2025-03-04;Tuesday;Week 10;Month 3;Customer App;AI Engineering;$7,17;6,00%;$6,77;$0,41;6,00%
2025-03-04;Tuesday;Week 10;Month 3;Customer App;Business Analytics;$2,28;4,00%;$2,19;$0,09;4,00%
2025-03-04;Tuesday;Week 10;Month 3;Customer App;Data Engineering;$201,75;5,00%;$192,15;$9,61;5,00%
2025-03-04;Tuesday;Week 10;Month 3;Customer App;Platform / Cloud Operations;$0,97;5,50%;$0,92;$0,05;5,50%
2025-03-04;Tuesday;Week 10;Month 3;Customer App;Product Engineering;$15,45;4,50%;$14,78;$0,67;4,50%
2025-03-04;Tuesday;Week 10;Month 3;Innovation Lab Projects;AI Engineering;$10,61;14,00%;$9,31;$1,30;14,00%
2025-03-04;Tuesday;Week 10;Month 3;Innovation Lab Projects;Business Analytics;$143,50;12,00%;$128,12;$15,37;12,00%
2025-03-04;Tuesday;Week 10;Month 3;Innovation Lab Projects;Data Engineering;$144,98;13,00%;$128,30;$16,68;13,00%
2025-03-04;Tuesday;Week 10;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$7,39;13,50%;$6,51;$0,88;13,50%
2025-03-04;Tuesday;Week 10;Month 3;Innovation Lab Projects;Product Engineering;$87,14;12,50%;$77,46;$9,68;12,50%
2025-03-04;Tuesday;Week 10;Month 3;Internal Data Platform;AI Engineering;$2,08;9,00%;$1,91;$0,17;9,00%
2025-03-04;Tuesday;Week 10;Month 3;Internal Data Platform;Business Analytics;$0,46;7,00%;$0,43;$0,03;7,00%
2025-03-04;Tuesday;Week 10;Month 3;Internal Data Platform;Data Engineering;$2,32;8,00%;$2,15;$0,17;8,00%
2025-03-04;Tuesday;Week 10;Month 3;Internal Data Platform;Platform / Cloud Operations;$1,30;8,50%;$1,20;$0,10;8,50%
2025-03-04;Tuesday;Week 10;Month 3;Internal Data Platform;Product Engineering;$0,98;7,50%;$0,91;$0,07;7,50%
2025-03-05;Wednesday;Week 10;Month 3;AI Assistant;AI Engineering;$80,16;12,00%;$71,57;$8,59;12,00%
2025-03-05;Wednesday;Week 10;Month 3;AI Assistant;Business Analytics;$5,31;10,00%;$4,83;$0,48;10,00%
2025-03-05;Wednesday;Week 10;Month 3;AI Assistant;Data Engineering;$64,10;11,00%;$57,74;$6,35;11,00%
2025-03-05;Wednesday;Week 10;Month 3;AI Assistant;Platform / Cloud Operations;$5,99;11,50%;$5,37;$0,62;11,50%
2025-03-05;Wednesday;Week 10;Month 3;AI Assistant;Product Engineering;$27,13;10,50%;$24,55;$2,58;10,50%
2025-03-05;Wednesday;Week 10;Month 3;Analytics Platform;AI Engineering;$0,56;7,50%;$0,52;$0,04;7,50%
2025-03-05;Wednesday;Week 10;Month 3;Analytics Platform;Business Analytics;$179,81;5,50%;$170,43;$9,37;5,50%
2025-03-05;Wednesday;Week 10;Month 3;Analytics Platform;Data Engineering;$97,25;6,50%;$91,31;$5,94;6,50%
2025-03-05;Wednesday;Week 10;Month 3;Analytics Platform;Platform / Cloud Operations;$12,37;7,00%;$11,56;$0,81;7,00%
2025-03-05;Wednesday;Week 10;Month 3;Analytics Platform;Product Engineering;$10,87;6,00%;$10,25;$0,62;6,00%
2025-03-05;Wednesday;Week 10;Month 3;Customer App;AI Engineering;$21,17;6,00%;$19,97;$1,20;6,00%
2025-03-05;Wednesday;Week 10;Month 3;Customer App;Business Analytics;$14,54;4,00%;$13,98;$0,56;4,00%
2025-03-05;Wednesday;Week 10;Month 3;Customer App;Data Engineering;$13,64;5,00%;$12,99;$0,65;5,00%
2025-03-05;Wednesday;Week 10;Month 3;Customer App;Platform / Cloud Operations;$103,43;5,50%;$98,04;$5,39;5,50%
2025-03-05;Wednesday;Week 10;Month 3;Customer App;Product Engineering;$0,46;4,50%;$0,44;$0,02;4,50%
2025-03-05;Wednesday;Week 10;Month 3;Innovation Lab Projects;AI Engineering;$4,18;14,00%;$3,67;$0,51;14,00%
2025-03-05;Wednesday;Week 10;Month 3;Innovation Lab Projects;Business Analytics;$7,17;12,00%;$6,41;$0,77;12,00%
2025-03-05;Wednesday;Week 10;Month 3;Innovation Lab Projects;Data Engineering;$151,29;13,00%;$133,89;$17,41;13,00%
2025-03-05;Wednesday;Week 10;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$88,05;13,50%;$77,58;$10,47;13,50%
2025-03-05;Wednesday;Week 10;Month 3;Innovation Lab Projects;Product Engineering;$87,56;12,50%;$77,83;$9,73;12,50%
2025-03-05;Wednesday;Week 10;Month 3;Internal Data Platform;AI Engineering;$18,56;9,00%;$17,03;$1,53;9,00%
2025-03-05;Wednesday;Week 10;Month 3;Internal Data Platform;Business Analytics;$3,72;7,00%;$3,48;$0,24;7,00%
2025-03-05;Wednesday;Week 10;Month 3;Internal Data Platform;Data Engineering;$3,77;8,00%;$3,49;$0,28;8,00%
2025-03-05;Wednesday;Week 10;Month 3;Internal Data Platform;Platform / Cloud Operations;$64,87;8,50%;$59,79;$5,08;8,50%
2025-03-05;Wednesday;Week 10;Month 3;Internal Data Platform;Product Engineering;$4,69;7,50%;$4,36;$0,33;7,50%
2025-03-06;Thursday;Week 10;Month 3;AI Assistant;AI Engineering;$0,86;12,00%;$0,77;$0,09;12,00%
2025-03-06;Thursday;Week 10;Month 3;AI Assistant;Business Analytics;$205,84;10,00%;$187,13;$18,71;10,00%
2025-03-06;Thursday;Week 10;Month 3;AI Assistant;Data Engineering;$24,25;11,00%;$21,84;$2,40;11,00%
2025-03-06;Thursday;Week 10;Month 3;AI Assistant;Platform / Cloud Operations;$7,11;11,50%;$6,38;$0,73;11,50%
2025-03-06;Thursday;Week 10;Month 3;AI Assistant;Product Engineering;$10,92;10,50%;$9,88;$1,04;10,50%
2025-03-06;Thursday;Week 10;Month 3;Analytics Platform;AI Engineering;$134,58;7,50%;$125,20;$9,39;7,50%
2025-03-06;Thursday;Week 10;Month 3;Analytics Platform;Business Analytics;$27,03;5,50%;$25,62;$1,41;5,50%
2025-03-06;Thursday;Week 10;Month 3;Analytics Platform;Data Engineering;$32,34;6,50%;$30,37;$1,97;6,50%
2025-03-06;Thursday;Week 10;Month 3;Analytics Platform;Platform / Cloud Operations;$32,89;7,00%;$30,74;$2,15;7,00%
2025-03-06;Thursday;Week 10;Month 3;Analytics Platform;Product Engineering;$5,62;6,00%;$5,30;$0,32;6,00%
2025-03-06;Thursday;Week 10;Month 3;Customer App;AI Engineering;$23,21;6,00%;$21,90;$1,31;6,00%
2025-03-06;Thursday;Week 10;Month 3;Customer App;Business Analytics;$2,11;4,00%;$2,03;$0,08;4,00%
2025-03-06;Thursday;Week 10;Month 3;Customer App;Data Engineering;$1,77;5,00%;$1,69;$0,08;5,00%
2025-03-06;Thursday;Week 10;Month 3;Customer App;Platform / Cloud Operations;$66,76;5,50%;$63,28;$3,48;5,50%
2025-03-06;Thursday;Week 10;Month 3;Customer App;Product Engineering;$89,33;4,50%;$85,48;$3,85;4,50%
2025-03-06;Thursday;Week 10;Month 3;Innovation Lab Projects;AI Engineering;$1,45;14,00%;$1,27;$0,18;14,00%
2025-03-06;Thursday;Week 10;Month 3;Innovation Lab Projects;Business Analytics;$3,19;12,00%;$2,85;$0,34;12,00%
2025-03-06;Thursday;Week 10;Month 3;Innovation Lab Projects;Data Engineering;$10,13;13,00%;$8,96;$1,16;13,00%
2025-03-06;Thursday;Week 10;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$18,05;13,50%;$15,90;$2,15;13,50%
2025-03-06;Thursday;Week 10;Month 3;Innovation Lab Projects;Product Engineering;$12,26;12,50%;$10,90;$1,36;12,50%
2025-03-06;Thursday;Week 10;Month 3;Internal Data Platform;AI Engineering;$195,16;9,00%;$179,05;$16,11;9,00%
2025-03-06;Thursday;Week 10;Month 3;Internal Data Platform;Business Analytics;$2,71;7,00%;$2,53;$0,18;7,00%
2025-03-06;Thursday;Week 10;Month 3;Internal Data Platform;Data Engineering;$21,29;8,00%;$19,72;$1,58;8,00%
2025-03-06;Thursday;Week 10;Month 3;Internal Data Platform;Platform / Cloud Operations;$198,00;8,50%;$182,49;$15,51;8,50%
2025-03-06;Thursday;Week 10;Month 3;Internal Data Platform;Product Engineering;$5,35;7,50%;$4,97;$0,37;7,50%
2025-03-07;Friday;Week 10;Month 3;AI Assistant;AI Engineering;$5,28;12,00%;$4,72;$0,57;12,00%
2025-03-07;Friday;Week 10;Month 3;AI Assistant;Business Analytics;$5,69;10,00%;$5,17;$0,52;10,00%
2025-03-07;Friday;Week 10;Month 3;AI Assistant;Data Engineering;$13,73;11,00%;$12,37;$1,36;11,00%
2025-03-07;Friday;Week 10;Month 3;AI Assistant;Platform / Cloud Operations;$48,27;11,50%;$43,29;$4,98;11,50%
2025-03-07;Friday;Week 10;Month 3;AI Assistant;Product Engineering;$95,32;10,50%;$86,26;$9,06;10,50%
2025-03-07;Friday;Week 10;Month 3;Analytics Platform;AI Engineering;$12,53;7,50%;$11,65;$0,87;7,50%
2025-03-07;Friday;Week 10;Month 3;Analytics Platform;Business Analytics;$22,70;5,50%;$21,52;$1,18;5,50%
2025-03-07;Friday;Week 10;Month 3;Analytics Platform;Data Engineering;$99,90;6,50%;$93,80;$6,10;6,50%
2025-03-07;Friday;Week 10;Month 3;Analytics Platform;Platform / Cloud Operations;$23,02;7,00%;$21,51;$1,51;7,00%
2025-03-07;Friday;Week 10;Month 3;Analytics Platform;Product Engineering;$7,33;6,00%;$6,91;$0,41;6,00%
2025-03-07;Friday;Week 10;Month 3;Customer App;AI Engineering;$181,33;6,00%;$171,06;$10,26;6,00%
2025-03-07;Friday;Week 10;Month 3;Customer App;Business Analytics;$8,62;4,00%;$8,29;$0,33;4,00%
2025-03-07;Friday;Week 10;Month 3;Customer App;Data Engineering;$0,51;5,00%;$0,48;$0,02;5,00%
2025-03-07;Friday;Week 10;Month 3;Customer App;Platform / Cloud Operations;$10,81;5,50%;$10,24;$0,56;5,50%
2025-03-07;Friday;Week 10;Month 3;Customer App;Product Engineering;$0,78;4,50%;$0,75;$0,03;4,50%
2025-03-07;Friday;Week 10;Month 3;Innovation Lab Projects;AI Engineering;$71,83;14,00%;$63,01;$8,82;14,00%
2025-03-07;Friday;Week 10;Month 3;Innovation Lab Projects;Business Analytics;$48,79;12,00%;$43,56;$5,23;12,00%
2025-03-07;Friday;Week 10;Month 3;Innovation Lab Projects;Data Engineering;$87,15;13,00%;$77,12;$10,03;13,00%
2025-03-07;Friday;Week 10;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$116,80;13,50%;$102,91;$13,89;13,50%
2025-03-07;Friday;Week 10;Month 3;Innovation Lab Projects;Product Engineering;$186,45;12,50%;$165,73;$20,72;12,50%
2025-03-07;Friday;Week 10;Month 3;Internal Data Platform;AI Engineering;$107,60;9,00%;$98,72;$8,88;9,00%
2025-03-07;Friday;Week 10;Month 3;Internal Data Platform;Business Analytics;$179,12;7,00%;$167,40;$11,72;7,00%
2025-03-07;Friday;Week 10;Month 3;Internal Data Platform;Data Engineering;$0,18;8,00%;$0,16;$0,01;8,00%
2025-03-07;Friday;Week 10;Month 3;Internal Data Platform;Platform / Cloud Operations;$78,77;8,50%;$72,60;$6,17;8,50%
2025-03-07;Friday;Week 10;Month 3;Internal Data Platform;Product Engineering;$6,65;7,50%;$6,18;$0,46;7,50%
2025-03-08;Saturday;Week 10;Month 3;AI Assistant;AI Engineering;$1,05;12,00%;$0,94;$0,11;12,00%
2025-03-08;Saturday;Week 10;Month 3;AI Assistant;Business Analytics;$48,80;10,00%;$44,37;$4,44;10,00%
2025-03-08;Saturday;Week 10;Month 3;AI Assistant;Data Engineering;$7,95;11,00%;$7,17;$0,79;11,00%
2025-03-08;Saturday;Week 10;Month 3;AI Assistant;Platform / Cloud Operations;$181,17;11,50%;$162,48;$18,69;11,50%
2025-03-08;Saturday;Week 10;Month 3;AI Assistant;Product Engineering;$50,00;10,50%;$45,25;$4,75;10,50%
2025-03-08;Saturday;Week 10;Month 3;Analytics Platform;AI Engineering;$5,40;7,50%;$5,02;$0,38;7,50%
2025-03-08;Saturday;Week 10;Month 3;Analytics Platform;Business Analytics;$9,46;5,50%;$8,97;$0,49;5,50%
2025-03-08;Saturday;Week 10;Month 3;Analytics Platform;Data Engineering;$61,60;6,50%;$57,84;$3,76;6,50%
2025-03-08;Saturday;Week 10;Month 3;Analytics Platform;Platform / Cloud Operations;$2,48;7,00%;$2,32;$0,16;7,00%
2025-03-08;Saturday;Week 10;Month 3;Analytics Platform;Product Engineering;$191,99;6,00%;$181,12;$10,87;6,00%
2025-03-08;Saturday;Week 10;Month 3;Customer App;AI Engineering;$0,94;6,00%;$0,88;$0,05;6,00%
2025-03-08;Saturday;Week 10;Month 3;Customer App;Business Analytics;$6,38;4,00%;$6,13;$0,25;4,00%
2025-03-08;Saturday;Week 10;Month 3;Customer App;Data Engineering;$56,77;5,00%;$54,07;$2,70;5,00%
2025-03-08;Saturday;Week 10;Month 3;Customer App;Platform / Cloud Operations;$2,08;5,50%;$1,97;$0,11;5,50%
2025-03-08;Saturday;Week 10;Month 3;Customer App;Product Engineering;$10,96;4,50%;$10,49;$0,47;4,50%
2025-03-08;Saturday;Week 10;Month 3;Innovation Lab Projects;AI Engineering;$169,26;14,00%;$148,47;$20,79;14,00%
2025-03-08;Saturday;Week 10;Month 3;Innovation Lab Projects;Business Analytics;$15,19;12,00%;$13,57;$1,63;12,00%
2025-03-08;Saturday;Week 10;Month 3;Innovation Lab Projects;Data Engineering;$26,23;13,00%;$23,22;$3,02;13,00%
2025-03-08;Saturday;Week 10;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$79,77;13,50%;$70,29;$9,49;13,50%
2025-03-08;Saturday;Week 10;Month 3;Innovation Lab Projects;Product Engineering;$1,30;12,50%;$1,16;$0,14;12,50%
2025-03-08;Saturday;Week 10;Month 3;Internal Data Platform;AI Engineering;$6,58;9,00%;$6,03;$0,54;9,00%
2025-03-08;Saturday;Week 10;Month 3;Internal Data Platform;Business Analytics;$164,02;7,00%;$153,29;$10,73;7,00%
2025-03-08;Saturday;Week 10;Month 3;Internal Data Platform;Data Engineering;$25,77;8,00%;$23,86;$1,91;8,00%
2025-03-08;Saturday;Week 10;Month 3;Internal Data Platform;Platform / Cloud Operations;$0,55;8,50%;$0,51;$0,04;8,50%
2025-03-08;Saturday;Week 10;Month 3;Internal Data Platform;Product Engineering;$21,12;7,50%;$19,65;$1,47;7,50%
2025-03-09;Sunday;Week 10;Month 3;AI Assistant;AI Engineering;$1,92;12,00%;$1,72;$0,21;12,00%
2025-03-09;Sunday;Week 10;Month 3;AI Assistant;Business Analytics;$7,69;10,00%;$6,99;$0,70;10,00%
2025-03-09;Sunday;Week 10;Month 3;AI Assistant;Data Engineering;$0,54;11,00%;$0,49;$0,05;11,00%
2025-03-09;Sunday;Week 10;Month 3;AI Assistant;Platform / Cloud Operations;$24,05;11,50%;$21,57;$2,48;11,50%
2025-03-09;Sunday;Week 10;Month 3;AI Assistant;Product Engineering;$0,95;10,50%;$0,86;$0,09;10,50%
2025-03-09;Sunday;Week 10;Month 3;Analytics Platform;AI Engineering;$16,88;7,50%;$15,70;$1,18;7,50%
2025-03-09;Sunday;Week 10;Month 3;Analytics Platform;Business Analytics;$2,45;5,50%;$2,32;$0,13;5,50%
2025-03-09;Sunday;Week 10;Month 3;Analytics Platform;Data Engineering;$144,38;6,50%;$135,57;$8,81;6,50%
2025-03-09;Sunday;Week 10;Month 3;Analytics Platform;Platform / Cloud Operations;$1,43;7,00%;$1,34;$0,09;7,00%
2025-03-09;Sunday;Week 10;Month 3;Analytics Platform;Product Engineering;$0,76;6,00%;$0,72;$0,04;6,00%
2025-03-09;Sunday;Week 10;Month 3;Customer App;AI Engineering;$8,50;6,00%;$8,02;$0,48;6,00%
2025-03-09;Sunday;Week 10;Month 3;Customer App;Business Analytics;$5,85;4,00%;$5,63;$0,23;4,00%
2025-03-09;Sunday;Week 10;Month 3;Customer App;Data Engineering;$19,53;5,00%;$18,60;$0,93;5,00%
2025-03-09;Sunday;Week 10;Month 3;Customer App;Platform / Cloud Operations;$86,12;5,50%;$81,63;$4,49;5,50%
2025-03-09;Sunday;Week 10;Month 3;Customer App;Product Engineering;$1,71;4,50%;$1,63;$0,07;4,50%
2025-03-09;Sunday;Week 10;Month 3;Innovation Lab Projects;AI Engineering;$20,64;14,00%;$18,11;$2,54;14,00%
2025-03-09;Sunday;Week 10;Month 3;Innovation Lab Projects;Business Analytics;$128,33;12,00%;$114,58;$13,75;12,00%
2025-03-09;Sunday;Week 10;Month 3;Innovation Lab Projects;Data Engineering;$156,63;13,00%;$138,61;$18,02;13,00%
2025-03-09;Sunday;Week 10;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$93,61;13,50%;$82,48;$11,13;13,50%
2025-03-09;Sunday;Week 10;Month 3;Innovation Lab Projects;Product Engineering;$0,97;12,50%;$0,87;$0,11;12,50%
2025-03-09;Sunday;Week 10;Month 3;Internal Data Platform;AI Engineering;$11,49;9,00%;$10,54;$0,95;9,00%
2025-03-09;Sunday;Week 10;Month 3;Internal Data Platform;Business Analytics;$0,47;7,00%;$0,44;$0,03;7,00%
2025-03-09;Sunday;Week 10;Month 3;Internal Data Platform;Data Engineering;$68,57;8,00%;$63,49;$5,08;8,00%
2025-03-09;Sunday;Week 10;Month 3;Internal Data Platform;Platform / Cloud Operations;$6,99;8,50%;$6,44;$0,55;8,50%
2025-03-09;Sunday;Week 10;Month 3;Internal Data Platform;Product Engineering;$1,06;7,50%;$0,99;$0,07;7,50%
2025-03-10;Monday;Week 11;Month 3;AI Assistant;AI Engineering;$40,87;12,00%;$36,49;$4,38;12,00%
2025-03-10;Monday;Week 11;Month 3;AI Assistant;Business Analytics;$167,93;10,00%;$152,66;$15,27;10,00%
2025-03-10;Monday;Week 11;Month 3;AI Assistant;Data Engineering;$5,83;11,00%;$5,25;$0,58;11,00%
2025-03-10;Monday;Week 11;Month 3;AI Assistant;Platform / Cloud Operations;$0,83;11,50%;$0,75;$0,09;11,50%
2025-03-10;Monday;Week 11;Month 3;AI Assistant;Product Engineering;$4,37;10,50%;$3,95;$0,42;10,50%
2025-03-10;Monday;Week 11;Month 3;Analytics Platform;AI Engineering;$8,47;7,50%;$7,88;$0,59;7,50%
2025-03-10;Monday;Week 11;Month 3;Analytics Platform;Business Analytics;$9,44;5,50%;$8,95;$0,49;5,50%
2025-03-10;Monday;Week 11;Month 3;Analytics Platform;Data Engineering;$0,86;6,50%;$0,80;$0,05;6,50%
2025-03-10;Monday;Week 11;Month 3;Analytics Platform;Platform / Cloud Operations;$190,65;7,00%;$178,17;$12,47;7,00%
2025-03-10;Monday;Week 11;Month 3;Analytics Platform;Product Engineering;$2,70;6,00%;$2,54;$0,15;6,00%
2025-03-10;Monday;Week 11;Month 3;Customer App;AI Engineering;$8,72;6,00%;$8,22;$0,49;6,00%
2025-03-10;Monday;Week 11;Month 3;Customer App;Business Analytics;$1,25;4,00%;$1,21;$0,05;4,00%
2025-03-10;Monday;Week 11;Month 3;Customer App;Data Engineering;$8,62;5,00%;$8,21;$0,41;5,00%
2025-03-10;Monday;Week 11;Month 3;Customer App;Platform / Cloud Operations;$78,13;5,50%;$74,06;$4,07;5,50%
2025-03-10;Monday;Week 11;Month 3;Customer App;Product Engineering;$146,09;4,50%;$139,80;$6,29;4,50%
2025-03-10;Monday;Week 11;Month 3;Innovation Lab Projects;AI Engineering;$1,98;14,00%;$1,74;$0,24;14,00%
2025-03-10;Monday;Week 11;Month 3;Innovation Lab Projects;Business Analytics;$6,96;12,00%;$6,21;$0,75;12,00%
2025-03-10;Monday;Week 11;Month 3;Innovation Lab Projects;Data Engineering;$48,12;13,00%;$42,58;$5,54;13,00%
2025-03-10;Monday;Week 11;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$7,07;13,50%;$6,23;$0,84;13,50%
2025-03-10;Monday;Week 11;Month 3;Innovation Lab Projects;Product Engineering;$25,90;12,50%;$23,02;$2,88;12,50%
2025-03-10;Monday;Week 11;Month 3;Internal Data Platform;AI Engineering;$9,77;9,00%;$8,96;$0,81;9,00%
2025-03-10;Monday;Week 11;Month 3;Internal Data Platform;Business Analytics;$137,10;7,00%;$128,13;$8,97;7,00%
2025-03-10;Monday;Week 11;Month 3;Internal Data Platform;Data Engineering;$190,36;8,00%;$176,26;$14,10;8,00%
2025-03-10;Monday;Week 11;Month 3;Internal Data Platform;Platform / Cloud Operations;$4,96;8,50%;$4,58;$0,39;8,50%
2025-03-10;Monday;Week 11;Month 3;Internal Data Platform;Product Engineering;$195,13;7,50%;$181,51;$13,61;7,50%
2025-03-11;Tuesday;Week 11;Month 3;AI Assistant;AI Engineering;$1,78;12,00%;$1,59;$0,19;12,00%
2025-03-11;Tuesday;Week 11;Month 3;AI Assistant;Business Analytics;$0,97;10,00%;$0,88;$0,09;10,00%
2025-03-11;Tuesday;Week 11;Month 3;AI Assistant;Data Engineering;$3,90;11,00%;$3,52;$0,39;11,00%
2025-03-11;Tuesday;Week 11;Month 3;AI Assistant;Platform / Cloud Operations;$1,57;11,50%;$1,41;$0,16;11,50%
2025-03-11;Tuesday;Week 11;Month 3;AI Assistant;Product Engineering;$21,24;10,50%;$19,22;$2,02;10,50%
2025-03-11;Tuesday;Week 11;Month 3;Analytics Platform;AI Engineering;$120,11;7,50%;$111,73;$8,38;7,50%
2025-03-11;Tuesday;Week 11;Month 3;Analytics Platform;Business Analytics;$9,20;5,50%;$8,72;$0,48;5,50%
2025-03-11;Tuesday;Week 11;Month 3;Analytics Platform;Data Engineering;$15,20;6,50%;$14,27;$0,93;6,50%
2025-03-11;Tuesday;Week 11;Month 3;Analytics Platform;Platform / Cloud Operations;$23,36;7,00%;$21,83;$1,53;7,00%
2025-03-11;Tuesday;Week 11;Month 3;Analytics Platform;Product Engineering;$8,24;6,00%;$7,77;$0,47;6,00%
2025-03-11;Tuesday;Week 11;Month 3;Customer App;AI Engineering;$0,92;6,00%;$0,87;$0,05;6,00%
2025-03-11;Tuesday;Week 11;Month 3;Customer App;Business Analytics;$67,06;4,00%;$64,48;$2,58;4,00%
2025-03-11;Tuesday;Week 11;Month 3;Customer App;Data Engineering;$2,03;5,00%;$1,93;$0,10;5,00%
2025-03-11;Tuesday;Week 11;Month 3;Customer App;Platform / Cloud Operations;$8,00;5,50%;$7,58;$0,42;5,50%
2025-03-11;Tuesday;Week 11;Month 3;Customer App;Product Engineering;$0,86;4,50%;$0,82;$0,04;4,50%
2025-03-11;Tuesday;Week 11;Month 3;Innovation Lab Projects;AI Engineering;$2,38;14,00%;$2,09;$0,29;14,00%
2025-03-11;Tuesday;Week 11;Month 3;Innovation Lab Projects;Business Analytics;$3,52;12,00%;$3,14;$0,38;12,00%
2025-03-11;Tuesday;Week 11;Month 3;Innovation Lab Projects;Data Engineering;$53,00;13,00%;$46,91;$6,10;13,00%
