date,day,week,month,product,division,Actual Cost,Date,Day,Week,Month,Product,Division,Allocated Budget ($),Actual Cost ($),Variance ($),Variance %,Target Overage vs Budget %,Variance Recomputed,Variance % Recomputed
2025-03-16,Sunday,Week 11,Month 3,Customer App,Data Engineering,6.349152,2025-03-16,Sunday,Week 11,Month 3,Customer App,Data Engineering,6.05,6.35,0.3,5.0,5.0,0.2991520000000003,4.9446611570247985
2025-03-16,Sunday,Week 11,Month 3,Customer App,Platform / Cloud Operations,7.426537000000001,2025-03-16,Sunday,Week 11,Month 3,Customer App,Platform / Cloud Operations,7.04,7.43,0.39,5.5,5.5,0.3865370000000006,5.490582386363645
2025-03-16,Sunday,Week 11,Month 3,Customer App,Product Engineering,176.782,2025-03-16,Sunday,Week 11,Month 3,Customer App,Product Engineering,169.17,176.78,7.61,4.5,4.5,7.612000000000023,4.499615771117824
2025-03-16,Sunday,Week 11,Month 3,Innovation Lab Projects,AI Engineering,160.77,2025-03-16,Sunday,Week 11,Month 3,Innovation Lab Projects,AI Engineering,141.03,160.77,19.74,14.0,14.0,19.74000000000001,13.997021910231872
2025-03-16,Sunday,Week 11,Month 3,Innovation Lab Projects,Business Analytics,7.8500000000000005,2025-03-16,Sunday,Week 11,Month 3,Innovation Lab Projects,Business Analytics,7.01,7.85,0.84,12.0,12.0,0.8400000000000007,11.982881597717556
2025-03-16,Sunday,Week 11,Month 3,Innovation Lab Projects,Data Engineering,21.9522,2025-03-16,Sunday,Week 11,Month 3,Innovation Lab Projects,Data Engineering,19.43,21.95,2.53,13.0,13.0,2.5222000000000016,12.98095728255276
2025-03-16,Sunday,Week 11,Month 3,Innovation Lab Projects,Platform / Cloud Operations,12.49927,2025-03-16,Sunday,Week 11,Month 3,Innovation Lab Projects,Platform / Cloud Operations,11.01,12.5,1.49,13.5,13.5,1.4892699999999994,13.526521344232512
2025-03-16,Sunday,Week 11,Month 3,Innovation Lab Projects,Product Engineering,0.7356807999999999,2025-03-16,Sunday,Week 11,Month 3,Innovation Lab Projects,Product Engineering,0.65,0.74,0.08,12.5,12.5,0.08568079999999989,13.181661538461519
2025-03-16,Sunday,Week 11,Month 3,Internal Data Platform,AI Engineering,7.2472400000000015,2025-03-16,Sunday,Week 11,Month 3,Internal Data Platform,AI Engineering,6.65,7.25,0.6,9.0,9.0,0.5972400000000011,8.981052631578963
2025-03-16,Sunday,Week 11,Month 3,Internal Data Platform,Business Analytics,0.57104,2025-03-16,Sunday,Week 11,Month 3,Internal Data Platform,Business Analytics,0.53,0.57,0.04,7.0,7.0,0.041039999999999965,7.743396226415087
2025-03-16,Sunday,Week 11,Month 3,Internal Data Platform,Data Engineering,168.567,2025-03-16,Sunday,Week 11,Month 3,Internal Data Platform,Data Engineering,156.08,168.57,12.49,8.0,8.0,12.486999999999995,8.000384418247048
2025-03-16,Sunday,Week 11,Month 3,Internal Data Platform,Platform / Cloud Operations,8.0049344,2025-03-16,Sunday,Week 11,Month 3,Internal Data Platform,Platform / Cloud Operations,7.38,8.0,0.63,8.5,8.5,0.6249343999999999,8.467945799457993
2025-03-16,Sunday,Week 11,Month 3,Internal Data Platform,Product Engineering,44.4118786,2025-03-16,Sunday,Week 11,Month 3,Internal Data Platform,Product Engineering,41.31,44.41,3.1,7.5,7.5,3.101878599999999,7.508783829581213
2025-03-17,Monday,Week 11,Month 3,AI Assistant,AI Engineering,1.96022,2025-03-17,Monday,Week 11,Month 3,AI Assistant,AI Engineering,1.75,1.96,0.21,12.0,12.0,0.21022000000000007,12.012571428571432
2025-03-17,Monday,Week 11,Month 3,AI Assistant,Business Analytics,6.0520000000000005,2025-03-17,Monday,Week 11,Month 3,AI Assistant,Business Analytics,5.5,6.05,0.55,10.0,10.0,0.5520000000000005,10.036363636363644
2025-03-17,Monday,Week 11,Month 3,AI Assistant,Data Engineering,5.4569095999999995,2025-03-17,Monday,Week 11,Month 3,AI Assistant,Data Engineering,4.92,5.46,0.54,11.0,11.0,0.5369095999999995,10.912796747967471
2025-03-17,Monday,Week 11,Month 3,AI Assistant,Platform / Cloud Operations,27.263427800000002,2025-03-17,Monday,Week 11,Month 3,AI Assistant,Platform / Cloud Operations,24.45,27.26,2.81,11.5,11.5,2.813427800000003,11.506862167689174
2025-03-17,Monday,Week 11,Month 3,AI Assistant,Product Engineering,23.802055199999998,2025-03-17,Monday,Week 11,Month 3,AI Assistant,Product Engineering,21.54,23.8,2.26,10.5,10.5,2.262055199999999,10.501649025069632
2025-03-17,Monday,Week 11,Month 3,Analytics Platform,AI Engineering,3.6594966000000007,2025-03-17,Monday,Week 11,Month 3,Analytics Platform,AI Engineering,3.4,3.66,0.26,7.5,7.5,0.25949660000000074,7.6322529411764926
2025-03-17,Monday,Week 11,Month 3,Analytics Platform,Business Analytics,15.907922800000001,2025-03-17,Monday,Week 11,Month 3,Analytics Platform,Business Analytics,15.08,15.91,0.83,5.5,5.5,0.8279228000000014,5.4902042440318395
2025-03-17,Monday,Week 11,Month 3,Analytics Platform,Data Engineering,4.4511996,2025-03-17,Monday,Week 11,Month 3,Analytics Platform,Data Engineering,4.18,4.45,0.27,6.5,6.5,0.2711996000000001,6.488028708133974
2025-03-17,Monday,Week 11,Month 3,Analytics Platform,Platform / Cloud Operations,0.6638651999999999,2025-03-17,Monday,Week 11,Month 3,Analytics Platform,Platform / Cloud Operations,0.62,0.66,0.04,7.0,7.0,0.04386519999999994,7.075032258064507
2025-03-17,Monday,Week 11,Month 3,Analytics Platform,Product Engineering,6.256243400000001,2025-03-17,Monday,Week 11,Month 3,Analytics Platform,Product Engineering,5.9,6.26,0.35,6.0,6.0,0.3562434000000003,6.038023728813564
2025-03-17,Monday,Week 11,Month 3,Customer App,AI Engineering,29.0364,2025-03-17,Monday,Week 11,Month 3,Customer App,AI Engineering,27.39,29.04,1.64,6.0,6.0,1.6463999999999999,6.010952902519167
2025-03-17,Monday,Week 11,Month 3,Customer App,Business Analytics,26.40812,2025-03-17,Monday,Week 11,Month 3,Customer App,Business Analytics,25.39,26.41,1.02,4.0,4.0,1.0181199999999997,4.009925167388735
2025-03-17,Monday,Week 11,Month 3,Customer App,Data Engineering,16.93591,2025-03-17,Monday,Week 11,Month 3,Customer App,Data Engineering,16.13,16.94,0.81,5.0,5.0,0.8059100000000008,4.996342219466837
2025-03-17,Monday,Week 11,Month 3,Customer App,Platform / Cloud Operations,0.6032278,2025-03-17,Monday,Week 11,Month 3,Customer App,Platform / Cloud Operations,0.57,0.6,0.03,5.5,5.5,0.03322780000000003,5.829438596491234
2025-03-17,Monday,Week 11,Month 3,Customer App,Product Engineering,9.9317992,2025-03-17,Monday,Week 11,Month 3,Customer App,Product Engineering,9.5,9.93,0.43,4.5,4.5,0.4317992000000004,4.54525473684211
2025-03-17,Monday,Week 11,Month 3,Innovation Lab Projects,AI Engineering,0.99105,2025-03-17,Monday,Week 11,Month 3,Innovation Lab Projects,AI Engineering,0.87,0.99,0.12,14.0,14.0,0.12104999999999999,13.913793103448274
2025-03-17,Monday,Week 11,Month 3,Innovation Lab Projects,Business Analytics,12.37274,2025-03-17,Monday,Week 11,Month 3,Innovation Lab Projects,Business Analytics,11.05,12.37,1.33,12.0,12.0,1.3227399999999996,11.970497737556556
2025-03-17,Monday,Week 11,Month 3,Innovation Lab Projects,Data Engineering,21.5423822,2025-03-17,Monday,Week 11,Month 3,Innovation Lab Projects,Data Engineering,19.06,21.54,2.48,13.0,13.0,2.4823822,13.02404092339979
2025-03-17,Monday,Week 11,Month 3,Innovation Lab Projects,Platform / Cloud Operations,7.6975926,2025-03-17,Monday,Week 11,Month 3,Innovation Lab Projects,Platform / Cloud Operations,6.78,7.7,0.92,13.5,13.5,0.9175925999999999,13.533814159292032
2025-03-17,Monday,Week 11,Month 3,Innovation Lab Projects,Product Engineering,4.2451,2025-03-17,Monday,Week 11,Month 3,Innovation Lab Projects,Product Engineering,3.77,4.25,0.47,12.5,12.5,0.47509999999999986,12.602122015915116
2025-03-17,Monday,Week 11,Month 3,Internal Data Platform,AI Engineering,1.1938922,2025-03-17,Monday,Week 11,Month 3,Internal Data Platform,AI Engineering,1.1,1.19,0.1,9.0,9.0,0.09389219999999998,8.535654545454543
2025-03-17,Monday,Week 11,Month 3,Internal Data Platform,Business Analytics,131.9640104,2025-03-17,Monday,Week 11,Month 3,Internal Data Platform,Business Analytics,123.33,131.96,8.63,7.0,7.0,8.634010400000008,7.000738182113037
2025-03-17,Monday,Week 11,Month 3,Internal Data Platform,Data Engineering,0.8470112,2025-03-17,Monday,Week 11,Month 3,Internal Data Platform,Data Engineering,0.78,0.85,0.06,8.0,8.0,0.06701119999999994,8.59117948717948
2025-03-17,Monday,Week 11,Month 3,Internal Data Platform,Platform / Cloud Operations,88.5732892,2025-03-17,Monday,Week 11,Month 3,Internal Data Platform,Platform / Cloud Operations,81.63,88.57,6.94,8.5,8.5,6.9432892000000095,8.505805708685545
2025-03-17,Monday,Week 11,Month 3,Internal Data Platform,Product Engineering,195.26790920000002,2025-03-17,Monday,Week 11,Month 3,Internal Data Platform,Product Engineering,181.64,195.27,13.62,7.5,7.5,13.627909200000033,7.502702708654501
2025-03-18,Tuesday,Week 11,Month 3,AI Assistant,AI Engineering,118.2499058,2025-03-18,Tuesday,Week 11,Month 3,AI Assistant,AI Engineering,105.58,118.25,12.67,12.0,12.0,12.669905799999995,12.000289638189047
2025-03-18,Tuesday,Week 11,Month 3,AI Assistant,Business Analytics,7.43675,2025-03-18,Tuesday,Week 11,Month 3,AI Assistant,Business Analytics,6.76,7.44,0.68,10.0,10.0,0.6767500000000002,10.011094674556215
2025-03-18,Tuesday,Week 11,Month 3,AI Assistant,Data Engineering,29.7885456,2025-03-18,Tuesday,Week 11,Month 3,AI Assistant,Data Engineering,26.84,29.79,2.95,11.0,11.0,2.948545599999999,10.985639344262292
2025-03-18,Tuesday,Week 11,Month 3,AI Assistant,Platform / Cloud Operations,22.623108600000002,2025-03-18,Tuesday,Week 11,Month 3,AI Assistant,Platform / Cloud Operations,20.29,22.62,2.33,11.5,11.5,2.3331086000000028,11.49881025135536
2025-03-18,Tuesday,Week 11,Month 3,AI Assistant,Product Engineering,0.95679,2025-03-18,Tuesday,Week 11,Month 3,AI Assistant,Product Engineering,0.87,0.96,0.09,10.5,10.5,0.08679000000000003,9.97586206896552
2025-03-18,Tuesday,Week 11,Month 3,Analytics Platform,AI Engineering,2.7349700000000006,2025-03-18,Tuesday,Week 11,Month 3,Analytics Platform,AI Engineering,2.54,2.73,0.19,7.5,7.5,0.19497000000000053,7.675984251968525
2025-03-18,Tuesday,Week 11,Month 3,Analytics Platform,Business Analytics,132.3756,2025-03-18,Tuesday,Week 11,Month 3,Analytics Platform,Business Analytics,125.47,132.38,6.9,5.5,5.5,6.905599999999993,5.5037857655216325
2025-03-18,Tuesday,Week 11,Month 3,Analytics Platform,Data Engineering,17.34414,2025-03-18,Tuesday,Week 11,Month 3,Analytics Platform,Data Engineering,16.29,17.34,1.06,6.5,6.5,1.0541400000000003,6.471086556169431
2025-03-18,Tuesday,Week 11,Month 3,Analytics Platform,Platform / Cloud Operations,2.70555,2025-03-18,Tuesday,Week 11,Month 3,Analytics Platform,Platform / Cloud Operations,2.53,2.71,0.18,7.0,7.0,0.17555000000000032,6.938735177865625
2025-03-18,Tuesday,Week 11,Month 3,Analytics Platform,Product Engineering,134.9404,2025-03-18,Tuesday,Week 11,Month 3,Analytics Platform,Product Engineering,127.3,134.94,7.64,6.0,6.0,7.640400000000014,6.001885310290663
2025-03-18,Tuesday,Week 11,Month 3,Customer App,AI Engineering,17.62281,2025-03-18,Tuesday,Week 11,Month 3,Customer App,AI Engineering,16.63,17.62,1.0,6.0,6.0,0.9928100000000022,5.969993986770909
2025-03-18,Tuesday,Week 11,Month 3,Customer App,Business Analytics,21.67991,2025-03-18,Tuesday,Week 11,Month 3,Customer App,Business Analytics,20.85,21.68,0.83,4.0,4.0,0.8299099999999981,3.980383693045554
2025-03-18,Tuesday,Week 11,Month 3,Customer App,Data Engineering,20.794199999999996,2025-03-18,Tuesday,Week 11,Month 3,Customer App,Data Engineering,19.8,20.79,0.99,5.0,5.0,0.9941999999999958,5.021212121212099
2025-03-18,Tuesday,Week 11,Month 3,Customer App,Platform / Cloud Operations,1.7345000000000002,2025-03-18,Tuesday,Week 11,Month 3,Customer App,Platform / Cloud Operations,1.64,1.73,0.09,5.5,5.5,0.09450000000000025,5.762195121951235
2025-03-18,Tuesday,Week 11,Month 3,Customer App,Product Engineering,11.8803,2025-03-18,Tuesday,Week 11,Month 3,Customer App,Product Engineering,11.37,11.88,0.51,4.5,4.5,0.5103000000000009,4.488126649076525
2025-03-18,Tuesday,Week 11,Month 3,Innovation Lab Projects,AI Engineering,112.570795,2025-03-18,Tuesday,Week 11,Month 3,Innovation Lab Projects,AI Engineering,98.75,112.57,13.82,14.0,14.0,13.820795000000004,13.995741772151904
2025-03-18,Tuesday,Week 11,Month 3,Innovation Lab Projects,Business Analytics,8.495000000000001,2025-03-18,Tuesday,Week 11,Month 3,Innovation Lab Projects,Business Analytics,7.58,8.5,0.91,12.0,12.0,0.9150000000000009,12.071240105540909
2025-03-18,Tuesday,Week 11,Month 3,Innovation Lab Projects,Data Engineering,0.9558854,2025-03-18,Tuesday,Week 11,Month 3,Innovation Lab Projects,Data Engineering,0.85,0.96,0.11,13.0,13.0,0.10588540000000002,12.457105882352943
2025-03-18,Tuesday,Week 11,Month 3,Innovation Lab Projects,Platform / Cloud Operations,6.7621,2025-03-18,Tuesday,Week 11,Month 3,Innovation Lab Projects,Platform / Cloud Operations,5.96,6.76,0.8,13.5,13.5,0.8021000000000003,13.45805369127517
2025-03-18,Tuesday,Week 11,Month 3,Innovation Lab Projects,Product Engineering,13.044599999999999,2025-03-18,Tuesday,Week 11,Month 3,Innovation Lab Projects,Product Engineering,11.6,13.04,1.45,12.5,12.5,1.4445999999999994,12.453448275862064
2025-03-18,Tuesday,Week 11,Month 3,Internal Data Platform,AI Engineering,22.615679999999998,2025-03-18,Tuesday,Week 11,Month 3,Internal Data Platform,AI Engineering,20.75,22.62,1.87,9.0,9.0,1.8656799999999976,8.991228915662639
2025-03-18,Tuesday,Week 11,Month 3,Internal Data Platform,Business Analytics,2.0202738,2025-03-18,Tuesday,Week 11,Month 3,Internal Data Platform,Business Analytics,1.89,2.02,0.13,7.0,7.0,0.1302738000000001,6.8927936507936565
2025-03-18,Tuesday,Week 11,Month 3,Internal Data Platform,Data Engineering,10.61743,2025-03-18,Tuesday,Week 11,Month 3,Internal Data Platform,Data Engineering,9.83,10.62,0.79,8.0,8.0,0.7874300000000005,8.010478128179049
2025-03-18,Tuesday,Week 11,Month 3,Internal Data Platform,Platform / Cloud Operations,9.88097,2025-03-18,Tuesday,Week 11,Month 3,Internal Data Platform,Platform / Cloud Operations,9.11,9.88,0.77,8.5,8.5,0.7709700000000002,8.462897914379806
2025-03-18,Tuesday,Week 11,Month 3,Internal Data Platform,Product Engineering,110.47174,2025-03-18,Tuesday,Week 11,Month 3,Internal Data Platform,Product Engineering,102.76,110.47,7.71,7.5,7.5,7.711739999999992,7.504612689762545
2025-03-19,Wednesday,Week 12,Month 3,AI Assistant,AI Engineering,6.853275,2025-03-19,Wednesday,Week 12,Month 3,AI Assistant,AI Engineering,6.12,6.85,0.73,12.0,12.0,0.7332749999999999,11.981617647058822
2025-03-19,Wednesday,Week 12,Month 3,AI Assistant,Business Analytics,22.58063,2025-03-19,Wednesday,Week 12,Month 3,AI Assistant,Business Analytics,20.53,22.58,2.05,10.0,10.0,2.050629999999998,9.988455918168524
2025-03-19,Wednesday,Week 12,Month 3,AI Assistant,Data Engineering,190.42960000000002,2025-03-19,Wednesday,Week 12,Month 3,AI Assistant,Data Engineering,171.56,190.43,18.87,11.0,11.0,18.86960000000002,10.998834227092575
2025-03-19,Wednesday,Week 12,Month 3,AI Assistant,Platform / Cloud Operations,215.11960000000002,2025-03-19,Wednesday,Week 12,Month 3,AI Assistant,Platform / Cloud Operations,192.93,215.12,22.19,11.5,11.5,22.189600000000013,11.501373555175459
2025-03-19,Wednesday,Week 12,Month 3,AI Assistant,Product Engineering,49.3449,2025-03-19,Wednesday,Week 12,Month 3,AI Assistant,Product Engineering,44.66,49.34,4.69,10.5,10.5,4.684900000000006,10.490147783251246
2025-03-19,Wednesday,Week 12,Month 3,Analytics Platform,AI Engineering,206.4583,2025-03-19,Wednesday,Week 12,Month 3,Analytics Platform,AI Engineering,192.05,206.46,14.4,7.5,7.5,14.408299999999997,7.502369174694088
2025-03-19,Wednesday,Week 12,Month 3,Analytics Platform,Business Analytics,19.651200000000003,2025-03-19,Wednesday,Week 12,Month 3,Analytics Platform,Business Analytics,18.63,19.65,1.02,5.5,5.5,1.0212000000000039,5.481481481481502
2025-03-19,Wednesday,Week 12,Month 3,Analytics Platform,Data Engineering,211.405,2025-03-19,Wednesday,Week 12,Month 3,Analytics Platform,Data Engineering,198.5,211.41,12.9,6.5,6.5,12.905000000000001,6.5012594458438295
2025-03-19,Wednesday,Week 12,Month 3,Analytics Platform,Platform / Cloud Operations,9.6786078,2025-03-19,Wednesday,Week 12,Month 3,Analytics Platform,Platform / Cloud Operations,9.05,9.68,0.63,7.0,7.0,0.6286077999999993,6.945942541436456
2025-03-19,Wednesday,Week 12,Month 3,Analytics Platform,Product Engineering,125.29290180000001,2025-03-19,Wednesday,Week 12,Month 3,Analytics Platform,Product Engineering,118.2,125.29,7.09,6.0,6.0,7.092901800000007,6.000762944162442
2025-03-19,Wednesday,Week 12,Month 3,Customer App,AI Engineering,5.459899999999999,2025-03-19,Wednesday,Week 12,Month 3,Customer App,AI Engineering,5.15,5.46,0.31,6.0,6.0,0.30989999999999895,6.017475728155319
2025-03-19,Wednesday,Week 12,Month 3,Customer App,Business Analytics,39.0772386,2025-03-19,Wednesday,Week 12,Month 3,Customer App,Business Analytics,37.57,39.08,1.5,4.0,4.0,1.5072386000000009,4.0118142134681944
2025-03-19,Wednesday,Week 12,Month 3,Customer App,Data Engineering,21.5744,2025-03-19,Wednesday,Week 12,Month 3,Customer App,Data Engineering,20.55,21.57,1.03,5.0,5.0,1.0244,4.9849148418491485
2025-03-19,Wednesday,Week 12,Month 3,Customer App,Platform / Cloud Operations,22.402,2025-03-19,Wednesday,Week 12,Month 3,Customer App,Platform / Cloud Operations,21.23,22.4,1.17,5.5,5.5,1.1720000000000006,5.520489872821481
2025-03-19,Wednesday,Week 12,Month 3,Customer App,Product Engineering,56.9906404,2025-03-19,Wednesday,Week 12,Month 3,Customer App,Product Engineering,54.54,56.99,2.45,4.5,4.5,2.4506403999999975,4.493290062339563
2025-03-19,Wednesday,Week 12,Month 3,Innovation Lab Projects,AI Engineering,10.3607658,2025-03-19,Wednesday,Week 12,Month 3,Innovation Lab Projects,AI Engineering,9.09,10.36,1.27,14.0,14.0,1.2707657999999995,13.979821782178211
2025-03-19,Wednesday,Week 12,Month 3,Innovation Lab Projects,Business Analytics,6.54119,2025-03-19,Wednesday,Week 12,Month 3,Innovation Lab Projects,Business Analytics,5.84,6.54,0.7,12.0,12.0,0.7011900000000004,12.006678082191788
2025-03-19,Wednesday,Week 12,Month 3,Innovation Lab Projects,Data Engineering,17.86121,2025-03-19,Wednesday,Week 12,Month 3,Innovation Lab Projects,Data Engineering,15.81,17.86,2.05,13.0,13.0,2.0512099999999993,12.974130297280198
2025-03-19,Wednesday,Week 12,Month 3,Innovation Lab Projects,Platform / Cloud Operations,66.4612,2025-03-19,Wednesday,Week 12,Month 3,Innovation Lab Projects,Platform / Cloud Operations,58.56,66.46,7.91,13.5,13.5,7.901200000000003,13.492486338797818
2025-03-19,Wednesday,Week 12,Month 3,Innovation Lab Projects,Product Engineering,70.368,2025-03-19,Wednesday,Week 12,Month 3,Innovation Lab Projects,Product Engineering,62.55,70.37,7.82,12.5,12.5,7.817999999999998,12.49880095923261
2025-03-19,Wednesday,Week 12,Month 3,Internal Data Platform,AI Engineering,26.413880000000002,2025-03-19,Wednesday,Week 12,Month 3,Internal Data Platform,AI Engineering,24.23,26.41,2.18,9.0,9.0,2.183880000000002,9.013124226165917
2025-03-19,Wednesday,Week 12,Month 3,Internal Data Platform,Business Analytics,3.38422,2025-03-19,Wednesday,Week 12,Month 3,Internal Data Platform,Business Analytics,3.16,3.38,0.22,7.0,7.0,0.22421999999999986,7.09556962025316
2025-03-19,Wednesday,Week 12,Month 3,Internal Data Platform,Data Engineering,23.7576,2025-03-19,Wednesday,Week 12,Month 3,Internal Data Platform,Data Engineering,22.0,23.76,1.76,8.0,8.0,1.7576,7.989090909090909
2025-03-19,Wednesday,Week 12,Month 3,Internal Data Platform,Platform / Cloud Operations,26.9878,2025-03-19,Wednesday,Week 12,Month 3,Internal Data Platform,Platform / Cloud Operations,24.87,26.99,2.11,8.5,8.5,2.117799999999999,8.515480498592677
2025-03-19,Wednesday,Week 12,Month 3,Internal Data Platform,Product Engineering,73.42121999999999,2025-03-19,Wednesday,Week 12,Month 3,Internal Data Platform,Product Engineering,68.3,73.42,5.12,7.5,7.5,5.121219999999994,7.498125915080518
2025-03-20,Thursday,Week 12,Month 3,AI Assistant,AI Engineering,9.7367,2025-03-20,Thursday,Week 12,Month 3,AI Assistant,AI Engineering,8.69,9.74,1.04,12.0,12.0,1.0467000000000013,12.044879171461465
2025-03-20,Thursday,Week 12,Month 3,AI Assistant,Business Analytics,144.1768,2025-03-20,Thursday,Week 12,Month 3,AI Assistant,Business Analytics,131.07,144.18,13.11,10.0,10.0,13.106799999999993,9.999847409781028
2025-03-20,Thursday,Week 12,Month 3,AI Assistant,Data Engineering,7.646000000000001,2025-03-20,Thursday,Week 12,Month 3,AI Assistant,Data Engineering,6.89,7.65,0.76,11.0,11.0,0.7560000000000011,10.972423802612498
2025-03-20,Thursday,Week 12,Month 3,AI Assistant,Platform / Cloud Operations,21.947300199999997,2025-03-20,Thursday,Week 12,Month 3,AI Assistant,Platform / Cloud Operations,19.68,21.95,2.26,11.5,11.5,2.2673001999999975,11.520834349593484
2025-03-20,Thursday,Week 12,Month 3,AI Assistant,Product Engineering,44.211600000000004,2025-03-20,Thursday,Week 12,Month 3,AI Assistant,Product Engineering,40.01,44.21,4.2,10.5,10.5,4.201600000000006,10.501374656335932
2025-03-20,Thursday,Week 12,Month 3,Analytics Platform,AI Engineering,0.8976192,2025-03-20,Thursday,Week 12,Month 3,Analytics Platform,AI Engineering,0.83,0.9,0.06,7.5,7.5,0.06761919999999999,8.14689156626506
2025-03-20,Thursday,Week 12,Month 3,Analytics Platform,Business Analytics,112.80575,2025-03-20,Thursday,Week 12,Month 3,Analytics Platform,Business Analytics,106.92,112.81,5.88,5.5,5.5,5.885750000000002,5.5048166853722424
2025-03-20,Thursday,Week 12,Month 3,Analytics Platform,Data Engineering,7.01655,2025-03-20,Thursday,Week 12,Month 3,Analytics Platform,Data Engineering,6.59,7.02,0.43,6.5,6.5,0.42654999999999976,6.4726858877086455
2025-03-20,Thursday,Week 12,Month 3,Analytics Platform,Platform / Cloud Operations,21.464599999999997,2025-03-20,Thursday,Week 12,Month 3,Analytics Platform,Platform / Cloud Operations,20.06,21.46,1.4,7.0,7.0,1.4045999999999985,7.001994017946155
2025-03-20,Thursday,Week 12,Month 3,Analytics Platform,Product Engineering,68.5251358,2025-03-20,Thursday,Week 12,Month 3,Analytics Platform,Product Engineering,64.65,68.53,3.88,6.0,6.0,3.8751357999999954,5.994022892498059
2025-03-20,Thursday,Week 12,Month 3,Customer App,AI Engineering,8.6046,2025-03-20,Thursday,Week 12,Month 3,Customer App,AI Engineering,8.12,8.6,0.49,6.0,6.0,0.48460000000000036,5.967980295566507
2025-03-20,Thursday,Week 12,Month 3,Customer App,Business Analytics,52.2752,2025-03-20,Thursday,Week 12,Month 3,Customer App,Business Analytics,50.26,52.28,2.01,4.0,4.0,2.0152,4.009550338241146
2025-03-20,Thursday,Week 12,Month 3,Customer App,Data Engineering,78.63280999999999,2025-03-20,Thursday,Week 12,Month 3,Customer App,Data Engineering,74.89,78.63,3.74,5.0,5.0,3.7428099999999915,4.997743356923476
2025-03-20,Thursday,Week 12,Month 3,Customer App,Platform / Cloud Operations,17.721600000000002,2025-03-20,Thursday,Week 12,Month 3,Customer App,Platform / Cloud Operations,16.8,17.72,0.92,5.5,5.5,0.9216000000000015,5.485714285714295
2025-03-20,Thursday,Week 12,Month 3,Customer App,Product Engineering,0.8144034,2025-03-20,Thursday,Week 12,Month 3,Customer App,Product Engineering,0.78,0.81,0.04,4.5,4.5,0.03440339999999997,4.410692307692305
2025-03-20,Thursday,Week 12,Month 3,Innovation Lab Projects,AI Engineering,133.55647000000002,2025-03-20,Thursday,Week 12,Month 3,Innovation Lab Projects,AI Engineering,117.15,133.56,16.4,14.0,14.0,16.406470000000013,14.004669227486138
2025-03-20,Thursday,Week 12,Month 3,Innovation Lab Projects,Business Analytics,24.690359200000003,2025-03-20,Thursday,Week 12,Month 3,Innovation Lab Projects,Business Analytics,22.04,24.69,2.65,12.0,12.0,2.650359200000004,12.025223230490036
2025-03-20,Thursday,Week 12,Month 3,Innovation Lab Projects,Data Engineering,141.57,2025-03-20,Thursday,Week 12,Month 3,Innovation Lab Projects,Data Engineering,125.28,141.57,16.29,13.0,13.0,16.289999999999992,13.002873563218383
2025-03-20,Thursday,Week 12,Month 3,Innovation Lab Projects,Platform / Cloud Operations,6.5839794000000005,2025-03-20,Thursday,Week 12,Month 3,Innovation Lab Projects,Platform / Cloud Operations,5.8,6.58,0.78,13.5,13.5,0.7839794000000007,13.516886206896563
2025-03-20,Thursday,Week 12,Month 3,Innovation Lab Projects,Product Engineering,6.7728592,2025-03-20,Thursday,Week 12,Month 3,Innovation Lab Projects,Product Engineering,6.02,6.77,0.75,12.5,12.5,0.7528592000000005,12.505966777408647
2025-03-20,Thursday,Week 12,Month 3,Internal Data Platform,AI Engineering,8.18428,2025-03-20,Thursday,Week 12,Month 3,Internal Data Platform,AI Engineering,7.51,8.18,0.68,9.0,9.0,0.6742799999999995,8.978428761651127
2025-03-20,Thursday,Week 12,Month 3,Internal Data Platform,Business Analytics,109.8005,2025-03-20,Thursday,Week 12,Month 3,Internal Data Platform,Business Analytics,102.62,109.8,7.18,7.0,7.0,7.180499999999995,6.997174040148114
2025-03-20,Thursday,Week 12,Month 3,Internal Data Platform,Data Engineering,1.4710588,2025-03-20,Thursday,Week 12,Month 3,Internal Data Platform,Data Engineering,1.36,1.47,0.11,8.0,8.0,0.1110587999999999,8.16608823529411
2025-03-20,Thursday,Week 12,Month 3,Internal Data Platform,Platform / Cloud Operations,2.37466,2025-03-20,Thursday,Week 12,Month 3,Internal Data Platform,Platform / Cloud Operations,2.19,2.37,0.19,8.5,8.5,0.18466000000000005,8.431963470319637
2025-03-20,Thursday,Week 12,Month 3,Internal Data Platform,Product Engineering,21.543260000000004,2025-03-20,Thursday,Week 12,Month 3,Internal Data Platform,Product Engineering,20.04,21.54,1.5,7.5,7.5,1.5032600000000045,7.501297405189643
2025-03-21,Friday,Week 12,Month 3,AI Assistant,AI Engineering,119.971,2025-03-21,Friday,Week 12,Month 3,AI Assistant,AI Engineering,107.12,119.97,12.85,12.0,12.0,12.850999999999999,11.996825989544435
2025-03-21,Friday,Week 12,Month 3,AI Assistant,Business Analytics,11.58895,2025-03-21,Friday,Week 12,Month 3,AI Assistant,Business Analytics,10.54,11.59,1.05,10.0,10.0,1.0489500000000014,9.952087286527528
2025-03-21,Friday,Week 12,Month 3,AI Assistant,Data Engineering,6.362,2025-03-21,Friday,Week 12,Month 3,AI Assistant,Data Engineering,5.73,6.36,0.63,11.0,11.0,0.6319999999999997,11.029668411867357
